,ARTIST_NAME,SONG_NAME,LYRICS,Unnamed: 0,name,artist,meaning
183,chris brown,under the influence,"get up, get up, kiddominant on the beat, better run it back, fuckin' robitussin, i don't know why this shit got me lazy right now, yeah, can't do percocets or molly, i'm turnin' one, tryna live it up here right, right, right, baby, you, yeah, riding through, yeah, bring it over to my place, and you be like, baby",2731,under the influence,chris brown,sex
184,crowded house,don't dream it's over,"there is freedom within, there is freedom without, try to catch the deluge in a paper cup, there's a battle ahead, many battles are lost, but you'll never see the end of the road, while you're traveling with me, hey now, hey now, don't dream it's over, hey now, hey now, when the world comes in, they come, they come, to build a wall between us, we know they won't win, now i'm towing my car, there's a hole in the roof, my possessions are causing me suspicion but there's no proof, in the paper today, tales of war and of waste, but you turn right over to the t.v. page, hey now, hey now, don't dream it's over, hey now, hey now, when the world comes in, they come, they come, to build a wall between us, we know they won't win, now i'm walking again, to the beat of a drum, and i'm counting the steps to the door of your heart, only shadows ahead, barely clearing the roof, get to know the feeling of liberation and release, hey now, hey now, don't dream it's over, hey now, hey now, when the world comes in, they come, they come, to build a wall between us, you know they won't win, don't let them win, hey now, hey now, hey now, hey now, hey now, hey now, don't let them win, they come, they come, don't let them win, hey now, hey now, hey now, hey now",179,don't dream it's over,crowded house,love
185,christina milian,am to pm,"somebody hit the lights, so we can rock it day and night, people getting' down, that's right, from am to pm. everybody lookin' like stars, all the chicks and the fellas in the bars, all of y'all bumpin' this in your cars, from am to pm, bloodshy. milian, everybody wanna get down when you hear the sound and you bump the beat. three sixty-five days a year, twenty-four a day, seven days a week. now when you're driving in your four by four and you turn this up on your stereo, whether night or day, non-stop you'll play, and you know you still want more. so find a honey that's standing on the wall, all the girls get the guys on the floor. from the front to the back let's go, hear this. woo!, ooooooh, yeah, everybody in the club c'mon keep bobbin' your head now to this song. you got the beats and breaks and your body shake, and we're doin' it all night long. any time or place, any place or time, no we don't need no sleep. three sixty-five days a year, twenty-four a day, seven days a week. ], from the front to the back c'mon and bob your head, yeah. three sixty-five days a year, twenty-four a day, yeah. no we don't need no sleep, all night we rock that beat. so you know what to do, just make it move and make it move, yeah. ]",2556,am to pm,christina milian,party
186,christian french,head first,"catching my attention like i never would have thought, i try to comprehend it but i knew it from the start, you work a little differently than anyone i've ever known, hope this little moment got me chasing you for miles, i open up the window just to see if you're around, i'm wishing i could show you all these feelings that i felt oh oh, you've got a hold of me, i'm diving in head first, hoping i could love you so recklessly, it hit me like a tidal wave i'm falling off, you got me hypnotized, mesmerized, wrapped around your finger till the lights go low, you've got a hold of me, a hold of me, feeding off adrenaline that's speeding through my heart, you walk a little closer and i feel it coming on, i'm crazy for your energy that echoes anywhere i go, riding these highs, sinking these lows, still on my mind, it's out of control, i can't let you go, i got my cards folded waiting for you babe, you've got a hold of me, i'm diving in head first, hoping i could love you so recklessly, it hit me like a tidal wave, i'm falling off, you got me hypnotized, mesmerized, wrapped around your finger till the lights go low, you've got a hold of me, a hold of me",978,head first,christian french,love
187,coldplay,yellow,"look at the stars, look how they shine for you, and everything you do, yeah, they were all yellow, i came along, i wrote a song for you, and all the things you do, and it was called yellow""",634,yellow,coldplay,love
188,coldplay,parachutes,"in a haze, a stormy haze, i'll be round, i'll be loving you always, always, here i am and i'll take my time, here i am and i'll wait in line always, always",1545,parachutes,coldplay,breakup
189,cam,burning house,"i had a dream about a burning house, you were stuck inside, i couldn't get you out, i laid beside you and pulled you close, and the two of us went up in smoke, love isn't all that it seems i did you wrong, i'll stay here with you until this dream is gone, i've been sleepwalking, been wandering all night, trying to take what's lost and broke and make it right, i've been sleepwalking too close to the fire, but it's the only place that i can hold you tight, in this burning house, see you at a party and you look the same, i could take you back but people don't ever change, wish that we could go back in time, i'd be the one you thought you'd find, love isn't all that it seems i did you wrong, i'll stay here with you until this dream is gone, i've been sleepwalking, been wandering all night, trying to take what's lost and broke and make it right, i've been sleepwalking too close to the fire, but it's the only place that i can hold you tight, in this burning house, the flames are getting bigger now, in this burning house, i can hold on to you somehow, in this burning house, oh, and i don't wanna wake up, in this burning house, and i've been sleepwalking, been wandering all night, trying to take what's lost and broke and make it right, i've been sleepwalking too close to the fire, but it's the only place that i can hold you tight, in this burning house",1274,burning house,cam,breakup
190,carly rae jepsen,call me maybe,"i threw a wish in the well, don't ask me, i'll never tell, i looked to you as it fell, and now you're in my way, i'd trade my soul for a wish, pennies and dimes for a kiss, i wasn't looking for this, but now you're in my way, your stare was holdin', ripped jeans, skin was showin', hot night, wind was blowin', where you think you're going, baby?, hey, i just met you, and this is crazy, but here's my number, so call me, maybe?, it's hard to look right, at you baby, but here's my number, so call me, maybe?, hey, i just met you, and this is crazy, but here's my number, so call me, maybe?, and all the other boys, try to chase me, but here's my number, so call me, maybe?, you took your time with the call, i took no time with the fall, you gave me nothing at all, but still, you're in my way, i beg, and borrow and steal, at first sight and it's real, i didn't know i would feel it, but it's in my way, your stare was holdin', ripped jeans, skin was showin', hot night, wind was blowin', where you think you're going, baby?, hey, i just met you, and this is crazy, but here's my number, so call me, maybe?, it's hard to look right, at you baby, but here's my number, so call me, maybe?, hey, i just met you, and this is crazy, but here's my number, so call me, maybe?, and all the other boys, try to chase me, but here's my number, so call me, maybe?, before you came into my life, i missed you so bad, i missed you so bad, i missed you so, so bad, before you came into my life, i missed you so bad, and you should know that, i missed you so, so bad, it's hard to look right, at you baby, but here's my number, so call me, maybe?, hey, i just met you, and this is crazy, but here's my number, so call me, maybe?, and all the other boys, try to chase me, but here's my number, so call me, maybe?, before you came into my life, i missed you so bad, i missed you so bad, i missed you so, so bad, before you came into my life, i missed you so bad, and you should know that, so call me, maybe?",2228,call me maybe,carly rae jepsen,party
191,chris brown,say goodbye,"look, we gotta talk. dang, i know, i know, but it's--it's just some things i gotta get off my chest. alright. listen. baby, come here, sit down. let's talk. i got a lot to say. so, i guess i'll start by, saying that i love you, but you know this thing ain't been, no walk in the park for us. i swear it'll only take a minute. you'll understand when i finish. and i don't wanna see you cry, but i don't wanna be the one to tell you a lie. so, how do you let it go, when you--you just don't know, what's on the other side of the door, when you're walking out?, talk about it. everything i tried to remember to say just went out my head. so i'm 'a do the best i can to get you to understand, 'cause i know, there's never a right time to say goodbye, but i gotta make the first move, 'cause if i don't you're gonna start hating me, 'cause i really don't feel the way i once felt about you. girl, it's not you. it's me. i kinda gotta figure out what i need. there's never a right time to say goodbye, but we know, that we gotta go, our separate ways. and i know it's hard, but i gotta do it, and it's killing me, 'cause there's never a right time, right time to say goodbye. girl, i know your heart is breaking, and a thousand times i found myself asking, why? why? why am i taking so long to say this?""",1697,say goodbye,chris brown,breakup
192,christina perri,a thousand years,"heart beats fast, colours and promises, how to be brave?, how can i love when i'm afraid to fall?, but watching you stand alone, all of my doubt, suddenly goes away somehow, one step closer, i have died every day waiting for you, darling, don't be afraid, i have loved you for a thousand years, i'll love you for a thousand more, time stands still, beauty in all she is, i will be brave, i will not let anything take away, what's standing in front of me, every breath, every hour has come to this, one step closer, i have died every day waiting for you, darling, don't be afraid, i have loved you for a thousand years, i'll love you for a thousand more, and all along i believed i would find you, time has brought your heart to me, i have loved you for a thousand years, i'll love you for a thousand more, one step closer, one step closer, i have died every day waiting for you, darling, don't be afraid, i have loved you for a thousand years, i'll love you for a thousand more, and all along i believed i would find you, time has brought your heart to me, i have loved you for a thousand years, i'll love you for a thousand more",397,a thousand years,christina perri,love
193,cage the elephant,ain't no rest for the wicked,", i was walkin' down the street, when out the corner of my eye, i saw a pretty little thing approaching me, she said, i never seen a man",2012,ain't no rest for the wicked,cage the elephant,party
194,ca$h out,she twerkin,"see me grabbin' on my tooly, she told me smack her on the booty, she say i got too many hoes, she say i got too many shows, but she twerkin, what's up, baby? i see you, you watching, versace like biggie, my watch is rolly, this hoe say holy molly, you stole it, oh, no, no, pay for it, be foreign, go touring, a nigga so burry, drive her out when hes snoring, he kiki for the free-free took lil kiki to waikiki, put louis, with gucci, put a hoochie with a hoochie, we do the hoochie coochie but i'm still grabbing on my tooly, see me grabbin on my tooly, she told me smack her on the booty, she say i got too many hoes, she say i got too many shows, but she twerkin, ferrari, retarded, no brain, retarded, these hoes, they tardy, they missing, i'm sorry, ferragamo for freak-o, i seize this cappuccino, baby, i'm beating nino, that your boyfriend, i bet you he know, got your girl saying i want to do foo-foo, got your girl at my front door in a tutu, yeah, she got that million dollar mouth, ooh, ooh, spenz and dyeing on a beast, say ooh, ooh, see me grabbin on my tooly, she told me smack her on the booty, she say i got too many hoes, she say i got too many shows, but she twerkin",2586,she twerkin,ca$h out,party
195,cassie,me & u,"you've been waiting so long, i'm here to answer your call, i know that i shouldn't have had you waiting at all, i've been so busy, but i've been thinking about what i wanna do with you, i know them other guys, they been talking bout the way i do what i do, they heard i was good, they wanna see if it's true, they know you're the one i wanna give it to, i can see you want me too, now, it's me and you, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me if you like it, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me how you like it, i was waiting for you to tell me you were ready, i know what to do, if only you would let me, as long as you're cool with it, i'll treat you right, here is where you wanna be, i know them other guys, they been talking bout the way i do what i do, they heard i was good, they wanna see if it's true, they know you're the one i wanna give it to, i can see you want me too, and now, it's me and you, it's me and you now, i've been waiting, think i wanna make that move, now, baby, tell me if you like it, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me how you like it, baby, i'll love you all the way down, get you right where you like it, i promise you'll like it, just relax and let me make that move, keep it between me and you, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me if you like, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me how you like it, it's me and you, baby ill love you all the way down, get you right where you like it, i promise you'll like it, just relax and let me make a move, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me if you like it, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me how you like it, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me if you like it, it's me and you, now, i've been waiting, think i wanna make that move, now, baby, tell me how you like it.",336,me & u,cassie,love
196,corinne bailey rae,put your records on,"three little birds sat on my window, and they told me i don't need to worry, summer came like cinnamon, so sweet, little girls double-dutch on the concrete, maybe sometimes we've got it wrong, but it's alright, the more things seem to change, the more they stay the same, oh, don't you hesitate, girl, put your records on, tell me your favourite song, you go ahead, let your hair down, sapphire and faded jeans, i hope you get your dreams, just go ahead, let your hair down, you're gonna find yourself somewhere, somehow, blue as the sky, sunburnt and lonely, sipping tea in a bar by the roadside, don't you let those other boys fool you, got to love that afro hair do, maybe sometimes we feel afraid, but it's alright, the more you stay the same, the more they seem to change, don't you think it's strange?, girl, put your records on, tell me your favourite song, you go ahead, let your hair down, sapphire and faded jeans, i hope you get your dreams, just go ahead, let your hair down, you're gonna find yourself somewhere, somehow, 'twas more than i could take, pity for pity's sake, some nights kept me awake, i thought that i was stronger, when you gonna realise, that you don't even have to try any longer?, do what you want to, girl, put your records on, tell me your favourite song, you go ahead, let your hair down, sapphire and faded jeans, i hope you get your dreams, just go ahead, let your hair down, girl, put your records on, tell me your favourite song, you go ahead, let your hair down, sapphire and faded jeans, i hope you get your dreams, just go ahead, let your hair down, oh, you're gonna find yourself somewhere, somehow",123,put your records on,corinne bailey rae,love
197,cupcakke,grilling niggas,"fathom, aight, from the top, gang, gang, gang, gang, gang, gang, gang, you bitches ugly and dusty and none of y'all matter, money all on me i'm feeling real flatter, walk in this bitch, straight drippin' like i was tryna get to the toilet but i couldn't hold bladder, first class only when i'm not on the jet, all the white folks keep breakin' they neck, they tryna see if i'm blacker than thread but i'm covered in green, they like look it's shrek!""",1502,grilling niggas,cupcakke,breakup
198,carrie underwood,before he cheats,"right now he's probably slow dancing with a bleached-blond tramp, and she's probably getting frisky. right now, he's probably buying her some fruity little drink, 'cause she can't shoot whiskey. right now, he's probably up behind her with a pool stick, showing her how to shoot a combo. and he don't know. that i dug my key into the side, of his pretty little souped-up four-wheel drive, carved my name into his leather seats. i took a louisville slugger to both headlights, slashed a hole in all four tires. maybe next time he'll think before he cheats, right now, she's probably up singing some, white-trash version of shania karaoke, right now, she's probably saying, i'm drunk""",981,before he cheats,carrie underwood,breakup
199,cavetown,devil town,"life's alright in devil town, they're right, no one's gonna catch us now, dad has bought a new car now, we're fine, no one's gonna catch us now, you said something dumb again, she's mad, at least that's what they say, mum and daddy aren't in love, that's fine, i'll settle for two birthdays, devil town is colder in the summertime, i'll lose my mind at least another thousand times, hold my hand tight, we'll make it another night, i still get a little scared of something new, but i feel a little safer when i'm with you, falling doesn't feel so bad when i know you've fallen this way too, we're all dead in devil town, that's fine, cause nothing's gonna scare us now, we're all in our dressing gowns, mine's white, and stripey, yours is green and brown, i forgot my name again, i think that's something worth remembering, spiders in your favourite shoes, just leave them because they're more scared of you, devil town is colder in the summertime, i'll lose my mind at least another thousand times, hold my hand tight, we'll make it another night, i still get a little scared of something new, but i feel a little safer when i'm with you, falling doesn't feel so bad when i know you've fallen this way too, devil town is colder in the summertime, i'll lose my mind at least another thousand times, hold my hand tight, we'll make it another night, i still get a little scared of something new, but i feel a little safer when i'm with you, falling doesn't feel so bad when i know you've fallen this way too",3610,devil town,cavetown,religion
200,chris stapleton,fire away,"honey load up your questions, and pick up your sticks and your stones, and pretend i'm a shelter for heartaches that don't have a home, choose the words that cut like a razor, and all that i'll say is, fire away, take your best shot, show me what you got, honey, i'm not afraid, rear back and take aim, and fire away, well, i wish i could say, that i've never been here before, but you know and i know, that i'll always come back for more, your love might be my damnation, but i'll cry to my grave,",2897,fire away,chris stapleton,sex
201,chris stapleton,tennessee whiskey,"used to spend my nights out in a barroom, liquor was the only love i'd known, but you rescued me from reachin' for the bottom, and brought me back from being too far gone, you're as smooth as tennessee whiskey, you're as sweet as strawberry wine, you're as warm as a glass of brandy, and honey, i stay stoned on your love all the time, i've looked for love in all the same old places, found the bottom of a bottle always dry, but when you poured out your heart i didn't waste it, 'cause there's nothing like your love to get me high, you're as smooth as tennessee whiskey, you're as sweet as strawberry wine, you're as warm as a glass of brandy, and honey, i stay stoned on your love all the time, you're as smooth as tennessee whiskey, you're as sweet as strawberry wine, you're as warm as a glass of brandy, and honey, i stay stoned on your love all the time, you're as smooth as tennessee whiskey, tennessee whiskey, tennessee whiskey, you're as smooth as tennessee whiskey, tennessee whiskey, tennessee whiskey",305,tennessee whiskey,chris stapleton,love
202,chris stapleton,midnight train to memphis,"oh!, well, judge looked down, gave me forty days, instead of the fine that i could not pay, said walk right",2173,midnight train to memphis,chris stapleton,party
203,cody johnson,nothin' on you,"wearing your black dress, red shoes, makeup, perfume, and diamonds, you always impress, turn heads, the second you walk through the door, you're like a real life work of fine art, baby, you're priceless, and i just wanna get home, get that black dress down on the floor, 'cause when you got nothin' on, there ain't nothin' wrong, lovin' you all night long's all i wanna do, i've seen the mountains high, i've sailed the ocean blue, but when you got nothin' on, ain't nothin' got nothin' on you, you're better than venice, vegas, new york, la, paris, baby, you're vermont in the fall, the grand canyon on a full moon, oh and they can keep those high rise, high priced mansions, i wouldn't trade places, long as i'm here with you baby, i've got a room with a view, 'cause when you got nothin' on, there ain't nothin' wrong, lovin' you all night long's all i wanna do, i've seen the mountains high, i've sailed the ocean blue, but when you got nothin' on, ain't nothin' got nothin' on you, yeah, 'cause i've seen the mountains high, i've sailed the ocean blue, but when you got nothin' on, ain't nothin' got nothin' on you, when you got nothin' on, ain't nothin' got nothin' on you, ain't nothin' got nothin' on you baby",2908,nothin' on you,cody johnson,sex
204,coldplay,swallowed in the sea,"you cut me down a tree, and brought it back to me, and that's what made me see, where i was going wrong, you put me on a shelf, and kept me for yourself, i can only blame myself, you can only blame me, and i could write a song, a hundred miles long, well, that's where i belong, and you belong with me, and i could write it down, or spread it all around, get lost and then get found, or swallowed in the sea, you put me on a line, and hung me out to dry, and darling that's when i, decided to go to see you, you cut me down to size, and opened up my eyes, made me realize, what i could not see, and i could write a book, the one they'll say that shook, the world, and then it took, it took it back from me, and i could write it down, or spread it all around, get lost and then get found, and you'll come back to me, not swallowed in the sea, ooh. and i could write a song, a hundred miles long, well, that's where i belong, and you belong with me, the streets you're walking on, a thousand houses long, well, that's where i belong, and you belong with me, oh what good is it to live, with nothing left to give, forget but not forgive, not loving all you see, oh the streets you're walking on, a thousand houses long, well that's where i belong, and you belong with me, not swallowed in the sea, you belong with me, not swallowed in the sea, yeah, you belong with me, not swallowed in the sea",686,swallowed in the sea,coldplay,love
205,collin raye,"love, me","i read a note my grandma wrote back in nineteen twenty-three. grandpa kept it in his coat, and he showed it once to me. he said, boy",312,"love, me",collin raye,love
206,cloves,don't forget about me,"if i fall, can you pull me up?, is it true, you're watching out, and when i'm tired, do you lay down with me?, in my head so i can sleep without you?, hey, hey, without you there's holes in my soul, hey, hey, let the water in, where ever you've gone?, how, how, how?, i just need to know, that you won't forget about me, where ever you've gone?, how, how, how?, i just need to know, that you won't forget about me, lost through time and that's all i need, so much love, then one day buried, hope you're safe, cause i lay you leaves, is there more than we can see?, answers for me, and hey, hey, without you there's holes in my soles, hey, hey, let the water in, where ever you've gone?, how, how, how?, i just need to know, that you won't forget about me, where ever you've gone?, how, how, how?, i just need to know, that you won't forget about me, and i get lonely without you, and i can't move on, and i get lonely without you, i can't move on, move on, where ever you've gone?, how, how, how?, i just need to know, that you won't forget about me, how, how, how?",1560,don't forget about me,cloves,breakup
207,coldplay,adventure of a lifetime,"turn your magic on, umi she'd say, everything you want's a dream away, and we are legends every day, that's what she told me, turn your magic on, to me she'd say, everything you want's a dream away, under this pressure, under this weight, we are diamonds, now i feel my heart beating, i feel my heart underneath my skin, and i feel my heart beating, oh, you make me feel, like i'm alive again, alive again, oh, you make me feel, like i'm alive again, said i can't go on, not in this way, i'm a dream that died by light of day, gonna hold up half the sky and say, only i own me, and i feel my heart beating, i feel my heart underneath my skin, oh, i can feel my heart beating, 'cause you make me feel, like i'm alive again, alive again, oh, you make me feel, like i'm alive again, turn your magic on, umi she'd say, everything you want's a dream away, under this pressure under this weight, we are diamonds taking shape, we are diamonds taking shape, if we've only got this life, this adventure, oh, then i, and if we've only got this life, you get me through, and if we've only got this life, in this adventure, oh, then i, want to share it with you, with you, with you, yeah i do, woohoo, woohoo, woohoo",2204,adventure of a lifetime,coldplay,party
208,chris brown,beg for it,", girl, i woke up before the light, thinking about tonight, i can't, i can't sleep, just a few hours ago, we had the tv on, drowning out your scream, tell me your favorite love song girl, i'm gonna play it while your toes curl, girl what you're saying speak your mind, girl,tell me what you like, i'm a make you beg for it, beg for it, i'll give you what you need, only if you say please, i'm a make you beg for it, beg for it, go on whisper your wishes to me, baby, not gonna lie to you wasn't expecting you, to have me on my knees, yeah, i'm gonna make you cry, tears from your paradise, and love your ass to sleep, yeah you've got my favorite secrets on, and i wont use my hands to take them off, girl what you're saying, speak your mind, tell me what you like!, i'm a make you beg for it, beg for it, i'll give you what you need, only if you say please!, i'm a make you beg for it, beg for it, go on and whisper your wishes to me, babe!, baby i'm gonna let it go, girl, you go get it good, i'm gonna make twenty more seconds, feel like twenty more minutes, baby i'm gonna make you scream, yeah, i'm not finished yet, twenty more seconds, oh, you ain't gotta beg no more, i'm a give it up, i'm a give you all my love, and baby i, i'm gonna give you what you're asking for, but if you want more, i'm gonna make you beg, beg, and i'm a give you what you need, only if you say please, i'm a make you beg for it, beg for it, beg for it, is your body telling me, oh?, i'm a make you beg for it, beg for it!, i'll give you what you need, only if you say please!, i'm a make you beg for it, beg for it!, go on and whisper your wishes to me, babe!",2790,beg for it,chris brown,sex
209,chris brown,2012,", faire l'amour lendemain. what if the sky was turning red?, i know we'd be safe, right here in my bed, laying face to face, oh girl, i love the way you sound, when you rain on me, so tonight let's act it out, show you how it's gon' be, i'm gon' kiss your other set of lips, hold your body by your legs and hips, the world can't end until we finish, girl we gon'. we gon' do it like it's 'bout to be the end of the world, and they depended on us, to make earth shaking love, as we lay down, lay down, telling me to go harder, go harder, telling me to go deeper, go deeper, i feel your knees getting weaker and weaker, we can go longer if you just lay down, lay down, all these vibrations from your legs, massaging my back, i got your body shivering, cause we're covered in sweat, girl i like the way it opens up, when you throw it back baby, girl it might be too much, babe if you keep doing that, i got that pillow for your knees right here, baby can you make it disappear?, your voice is the last thing i'm gonna hear, then i wanna make you holla, we gon' do it like it's 'bout to be the end of the world, and they depended on us, to make earth shaking love, as we lay down, lay down, telling me to go harder, go harder, telling me to go deeper, go deeper, i feel your knees getting weaker and weaker, we can go longer if you just lay down, lay down, do it like we only got one, baby let's pretend we only got one night, one last time, let me take my time, do it to you right, buildings and bridges maybe falling down, but that won't stop me from turning that thing around, girl yeah, won't you come on over and we can treat it like it's the motherfucking, end of the world, and they depended on us, to make earth shaking love, as we lay down, lay down, telling me to go harder, go harder, telling me to go deeper, go deeper, i feel your knees getting weaker and weaker, we can go longer if you just lay down, lay down, a nigga goin hard in the paint, ya think i can't",2753,2012,chris brown,sex
210,chris brown,to my bed,"hol' up, close the door, i'ma take your clothes off where you are, i turn you on 'cause i love to see you blowin', yeah, i know it's good, i can tell by the way you are, yeah, i pull your clothes 'cause i love to feel you comin' down, yeah, 'cause the mattress is so far away, and my clock is watching, ain't no time to waste, since my hands already down your waist, you better show me, that you want it right away 'cause, i'll freak you right, i will, i'll freak you right, i will, i'll stick my tongue, i'll speak that language, use my foreign skill, my hands all in your hair, naked before we hit the stairs, can't even make it there, no we ain't gon' make it to my bed, i know we ain't gon' make it to my bed, no, know we ain't gon' make it to my bed, tear it up when i get wasted, now that i got you naked, i know we ain't gon' make it to my bed, yeah, speed inside, lay it down, i'ma eat it up, what's for dessert? already swervin' on that codeine, yeah, while you drive, girl, get high, i'ma pass the blunt, doin' the most, we on the floor, i might as well go down, 'cause the mattress is too far away, and my clock is watching, ain't no time to waste, since my hands already on your waist, you wanna show me, that you want it right away, i'll freak you right, i will, i'll freak you right, i will, i'll stick my tongue, i'll speak that language, use my foreign skill, my hands all in your hair, naked before we hit the stairs, can't even make it there, no we ain't gon' make it to my bed, i know we ain't gon' make it to my bed, no, know we ain't gon' make it to my bed, tear it up when i get wasted, now that i got you naked, i know we ain't gon' make it to my bed, i know we ain't gon' make it to my bed, no, know we ain't gon' make it to my bed, tear it up when i get wasted, and i got you naked, i know we ain't gon' make it to my, fuckin' up the sheets, girl, you need another mattress, you know how love go, perfectin' 'til you practice, we gon' speed it up, yeah, slow it down, then your ass up, then your face down, then you ask me what i'm laughin' for, yeah, and you ain't just somebody on my hitlist, not like them other bitches, tryna tell my business, pussy water, that drip drip when i put it in her, no we ain't gon' make it to my bed, i know we ain't gon' make it to my bed, no, know we ain't gon' make it to my bed, tear it up when i get wasted, now that i got you naked, i know we ain't gon' make it to my bed, i know we ain't gon' make it to my bed, no, know we ain't gon' make it to my bed, tear it up when i wasted, now that i got you naked, i know we ain't gon' make it to my",2752,to my bed,chris brown,sex
211,crystal gayle,don't it make my brown eyes blue,"don't know when i've been so blue, don't know what's come over you, you've found someone new, and don't it make my brown eyes blue, i'll be fine when you're gone, i'll just cry all night long, say it isn't true, and don't it make my brown eyes blue, tell me no secrets, tell me some lies, give me no reasons, give me alibis, tell me you love me and don't let me cry, say anything but don't say goodbye, i didn't mean to treat you bad, didn't know just what i had, but, honey, now i do, and don't it make my brown eyes, don't it make my brown eyes, don't it make my brown eyes blue, don't it make my brown eyes, don't it make my brown eyes, don't it make my brown eyes blue, don't it make my brown eyes, don't it make my brown eyes, don't it make my brown eyes blue",748,don't it make my brown eyes blue,crystal gayle,love
212,casting crowns,who am i,"who am i, that the lord of all the earth, would care to know my name, would care to feel my hurt?, who am i, that the bright and morning star, would choose to light the way, for my ever wandering heart?, not because of who i am, but because of what you've done. not because of what i've done, but because of who you are. i am a flower quickly fading: here today and gone tomorrow. a wave tossed in the ocean, a vapor in the wind. still you hear me when i'm calling. lord, you catch me when i'm falling. and you've told me who i am. i am yours, i am yours. who am i, that the eyes that see my sin, would look on me with love and watch me rise again?, who am i, that the voice that calmed the sea, would call out through the rain, and calm the storm in me?, not because of who i am, but because of what you've done. not because of what i've done, but because of who you are. i am a flower quickly fading: here today and gone tomorrow. a wave tossed in the ocean, a vapor in the wind. still you hear me when i'm calling. lord, you catch me when i'm falling. and you've told me who i am. i am yours. not because of who i am, but because of what you've done. not because of what i've done, but because of who you are. i am a flower quickly fading: here today and gone tomorrow. a wave tossed in the ocean, a vapor in the wind. still you hear me when i'm calling. lord, you catch me when i'm falling. and told me who i am. i am yours, i am yours, i am yours. whom shall i fear?, whom shall i fear?, 'cause i am yours, i am yours.",3518,who am i,casting crowns,religion
213,coldplay,sparks,"did i drive you away, i know what you'll say, you say, oh",619,sparks,coldplay,love
214,crazy town,butterfly,"come my lady, come come my lady, you're my butterfly, sugar.baby, come my lady, come come my lady, you're my butterfly, sugar.baby, such a sexy,sexy pretty little thing, fierce nipple pierce you got me sprung with your tongue ring, and i ain't gonna lie cause your loving gets me high, so to keep you by my side there's nothing that i won't try, butterflies in her eyes and looks to kill, time is passing i'm asking could this be real, cause i can't sleep i can't hold still, the only thing i really know is she got sex appeal, i can feel too much is never enough, you're always there to lift me up, when these times get rough i was lost now i'm found, ever since you've been around, you're the woman that i want, so yo, i'm putting it down, come my lady, come come my lady, you're my butterfly, sugar.baby, come my lady you're my, pretty baby i'll make your legs shake, you make me go crazy, come my lady, come come my lady, you're my butterfly, sugar.baby, come my lady you're my, pretty baby i'll make your legs shake, you make me go crazy, i don't deserve you unless it's some kind of hidden message, to show me life is precious, then i guess it's true, but to tell truth, i really never knew, t'll i met you. see i was lost and confused, twisted and used up, knew a better life existed but thought that i missed it, my lifestyle's wild i was living like a wild child, trapped on a short leash paroled the police files, so yo. what' s happening now?, i see the sun breaking down into dark clouds, and a vision of you standing out in a crowd. come come my lady, you're my butterfly, sugar.baby, come my lady you're my, pretty baby i'll make your legs shake, you make me go crazy, come my lady, come come my lady, you're my butterfly, sugar.baby, come my lady you're my, pretty baby i'll make your legs shake, you make me go crazy, hey sugar momma, come and dance with me, the smartest thing you ever did was take a chance with me, whatever tickles your fancy, girl it's me and you like sid and nancy, so sexy.almost evil talkin' about butterflies in my head, i used to think that happy endings were only in the books i read but, you made me feel alive when i was almost dead, you filled that empty space with the love i used to chase, and as far as i can see it don't get better than this, so butterfly, here is a song and it's sealed with a kiss, and a thank you miss, come and dance with me, come and dance with me, come and dance with me, so come and dance with me, uhhhhh ha uhhh ha, come my lady, come come my lady, you're my butterfly, sugar.baby, come my lady you're my, pretty baby i'll make your legs shake, you make me go crazy, come my lady, come come my lady, you're my butterfly, sugar.baby, come my lady you're my, pretty baby i'll make your legs shake, you make me go crazy, come my lady, come come my lady, you're my butterfly, sugar.baby, come my lady you're my, pretty baby i'll make your legs shake, you make me go crazy, come my lady, come come my lady, you're my butterfly, sugar.baby, come my lady you're my, pretty baby i'll make your legs shake, you make me go crazy, come and dance with me, come and dance with me, come and dance with me, come and dance with me, uhhhhhh ha uhhhhhh ha, come and dance with me, come and dance with me, come and dance with me, come and dance with me, come and dance with me, come and dance with me, come and dance with me, come and dance with me",1993,butterfly,crazy town,party
